ticker,signal,entry_date,entry_price,entry_confidence,exit_date,exit_price,pnl_pct,close_reason,days_held,conf_level
XOM,BUY,2025-08-22,110.31511688232422,4,2025-08-22,434.421875,293.8008563807336,TP (+1.5%),0,Muy Alta
CVX,SELL,2025-08-25,156.45266723632812,3,2025-08-25,569.6596069335938,264.1098723316105,SL (+1.0%),0,Alta
MS,BUY,2025-08-26,148.06857299804688,4,2025-08-26,501.1021423339844,238.42572545127064,TP (+1.5%),0,Muy Alta
MS,BUY,2025-08-27,148.47608947753906,5,2025-08-27,24.636192321777344,-83.40729984978206,SL (-1.0%),0,Máxima
PFE,BUY,2025-08-28,24.174325942993164,3,2025-08-28,112.36717224121094,364.82029118905024,TP (+1.5%),0,Alta
MS,BUY,2025-08-28,149.271240234375,4,2025-08-28,168.5800018310547,12.93535282909317,TP (+1.5%),0,Muy Alta
CVX,SELL,2025-08-29,158.82615661621094,3,2025-08-29,569.7395629882812,258.7189762231705,SL (+1.0%),0,Alta
PFE,BUY,2025-08-29,24.331558227539062,3,2025-08-29,505.7434387207031,1978.549322617119,TP (+1.5%),0,Alta
MS,BUY,2025-08-29,149.56942749023438,5,2025-08-29,177.1699981689453,18.45335048869731,TP (+1.5%),0,Máxima
CVX,BUY,2025-09-02,160.04257202148438,4,2025-09-02,233.2384185791016,45.73523508969306,TP (+1.5%),0,Muy Alta
PFE,BUY,2025-09-03,24.36103820800781,3,2025-09-03,233.00906372070312,856.4824853979738,TP (+1.5%),0,Alta
CVX,SELL,2025-09-03,156.314208984375,5,2025-09-03,569.409912109375,264.2726504577025,SL (+1.0%),0,Máxima
CVX,SELL,2025-09-04,155.94830322265625,5,2025-09-04,149.61912536621094,-4.058510240671734,TP (-1.5%),0,Máxima
XOM,BUY,2025-09-05,108.28289794921876,3,2025-09-05,151.9628143310547,40.33870279526543,TP (+1.5%),0,Alta
PFE,BUY,2025-09-05,24.44948005676269,3,2025-09-05,421.867919921875,1625.467858385753,TP (+1.5%),0,Alta
XOM,BUY,2025-09-08,108.89751434326172,3,2025-09-08,178.1300048828125,63.57582260447132,TP (+1.5%),0,Alta
PFE,BUY,2025-09-08,24.12519073486328,3,2025-09-08,237.64962768554688,885.0683888775217,TP (+1.5%),0,Alta
PFE,BUY,2025-09-09,24.282421112060547,3,2025-09-09,416.8922424316406,1616.847922650429,TP (+1.5%),0,Alta
XOM,BUY,2025-09-09,109.69058227539062,3,2025-09-09,155.82000732421875,42.05413454093532,TP (+1.5%),0,Alta
PFE,BUY,2025-09-11,24.429826736450195,4,2025-09-11,111.16766357421876,355.0489234880759,TP (+1.5%),0,Muy Alta
PFE,BUY,2025-09-12,23.45695877075196,3,2025-09-12,305.42510986328125,1202.0661068992033,TP (+1.5%),0,Alta
PFE,BUY,2025-09-15,23.55522727966309,3,2025-09-15,111.37583923339844,372.82854846218004,TP (+1.5%),0,Alta
CVX,BUY,2025-09-16,157.77786254882812,4,2025-09-16,103.41999816894533,-34.45214905421884,SL (-1.0%),0,Muy Alta
PFE,BUY,2025-09-16,23.486438751220703,3,2025-09-16,307.6940612792969,1210.0924518124507,TP (+1.5%),0,Alta
XOM,BUY,2025-09-17,114.29035186767578,3,2025-09-17,238.7585601806641,108.90526302438576,TP (+1.5%),0,Alta
PFE,BUY,2025-09-17,23.63384246826172,3,2025-09-17,159.16000366210938,573.441078723648,TP (+1.5%),0,Alta
CVX,SELL,2025-09-18,157.08558654785156,3,2025-09-18,231.22999572753903,47.20000784865232,SL (+1.0%),0,Alta
PFE,BUY,2025-09-18,23.732112884521484,3,2025-09-18,507.5001525878906,2038.4533061061386,TP (+1.5%),0,Alta
XOM,BUY,2025-09-18,112.942138671875,5,2025-09-19,176.6699981689453,56.42522821549855,TP (+1.5%),1,Máxima
CVX,BUY,2025-09-19,154.48464965820312,4,2025-09-19,102.33000183105467,-33.76040787388292,SL (-1.0%),0,Muy Alta
MS,SELL,2025-09-19,158.9423828125,4,2025-09-19,23.61418914794922,-85.14292492027992,TP (-1.5%),0,Muy Alta
XOM,BUY,2025-09-19,111.84176635742188,4,2025-09-19,465.2034606933594,315.94788409069884,TP (+1.5%),0,Muy Alta
MS,SELL,2025-09-22,159.73753356933594,3,2025-09-22,513.4889526367188,221.45791985315267,SL (+1.0%),0,Alta
XOM,BUY,2025-09-22,111.04869842529295,3,2025-09-22,470.7475280761719,323.910892024424,TP (+1.5%),0,Alta
PFE,BUY,2025-09-22,23.6240177154541,3,2025-09-22,805.5599975585938,3309.919545698703,TP (+1.5%),0,Alta
CVX,SELL,2025-09-23,155.6812744140625,4,2025-09-23,469.909912109375,201.8409978194067,SL (+1.0%),0,Muy Alta
PFE,BUY,2025-09-23,23.71245765686035,3,2025-09-23,243.83999633789065,928.3202182855317,TP (+1.5%),0,Alta
XOM,BUY,2025-09-23,112.96196746826172,4,2025-09-23,254.18359375,125.01696761028576,TP (+1.5%),0,Muy Alta
MS,SELL,2025-09-23,159.7872314453125,4,2025-09-23,102.5199966430664,-35.83968148409025,TP (-1.5%),0,Muy Alta
PFE,BUY,2025-09-24,23.67315101623535,3,2025-09-24,661.0999755859375,2692.615039428197,TP (+1.5%),0,Alta
MS,SELL,2025-09-24,156.92466735839844,4,2025-09-24,509.1969604492188,224.48497041339573,SL (+1.0%),0,Muy Alta
XOM,BUY,2025-09-24,113.5666732788086,4,2025-09-24,220.2100067138672,93.90372224186487,TP (+1.5%),0,Muy Alta
CVX,SELL,2025-09-24,157.4218292236328,3,2025-09-25,462.3915100097656,193.72769474867053,SL (+1.0%),1,Alta
PFE,BUY,2025-09-25,23.19162940979004,3,2025-09-25,218.1499938964844,840.6410823570477,TP (+1.5%),0,Alta
CVX,SELL,2025-09-25,158.94483947753906,3,2025-09-25,658.0499877929688,314.0115463679207,SL (+1.0%),0,Alta
MS,SELL,2025-09-25,157.98817443847656,4,2025-09-25,103.0500030517578,-34.77359718977744,TP (-1.5%),0,Muy Alta
MS,SELL,2025-09-26,159.1411590576172,4,2025-09-26,23.348861694335938,-85.32820683687338,TP (-1.5%),0,Muy Alta
PFE,BUY,2025-09-29,23.43730354309082,3,2025-09-29,154.37586975097656,558.6758987318985,TP (+1.5%),0,Alta
MS,SELL,2025-09-29,160.184814453125,3,2025-09-29,254.18359375,58.68145467957696,SL (+1.0%),0,Alta
XOM,BUY,2025-09-30,111.77237701416016,4,2025-09-30,153.57479858398438,37.3995996922642,TP (+1.5%),0,Muy Alta
MS,BUY,2025-09-30,157.9981231689453,3,2025-09-30,161.7899932861328,2.3999463038765994,TP (+1.5%),0,Alta
MS,BUY,2025-10-01,155.94064331054688,3,2025-10-01,26.73916244506836,-82.85298695875017,SL (-1.0%),0,Alta
CVX,SELL,2025-10-01,152.87265014648438,4,2025-10-01,479.4425354003906,213.62217829087356,SL (+1.0%),0,Muy Alta
XOM,BUY,2025-10-01,111.01895904541016,4,2025-10-02,669.219970703125,502.79791529066085,TP (+1.5%),1,Muy Alta
MS,SELL,2025-10-02,154.3602752685547,5,2025-10-02,605.72998046875,292.4131253425832,SL (+1.0%),0,Máxima
XOM,BUY,2025-10-02,110.32503509521484,4,2025-10-02,151.67601013183594,37.48104408118572,TP (+1.5%),0,Muy Alta
MS,SELL,2025-10-03,156.63641357421875,5,2025-10-03,112.2779541015625,-28.319378910982255,TP (-1.5%),0,Máxima
XOM,BUY,2025-10-06,113.20980072021484,4,2025-10-06,309.17999267578125,173.10355703203157,TP (+1.5%),0,Muy Alta
MS,SELL,2025-10-06,157.1333770751953,5,2025-10-06,185.5399932861328,18.078028194699634,SL (+1.0%),0,Máxima
PFE,BUY,2025-10-06,25.972660064697266,3,2025-10-06,671.6099853515625,2485.8344261950774,TP (+1.5%),0,Alta
PFE,BUY,2025-10-07,25.8154296875,4,2025-10-07,155.02621459960938,500.5176612445621,TP (+1.5%),0,Muy Alta
MS,BUY,2025-10-08,154.70814514160156,4,2025-10-08,500.6814880371094,223.62968839090192,TP (+1.5%),0,Muy Alta
PFE,BUY,2025-10-08,25.23563766479492,4,2025-10-08,257.8100891113281,921.6111537810956,TP (+1.5%),0,Muy Alta
XOM,BUY,2025-10-08,113.03135681152344,4,2025-10-09,671.1599731445312,493.7821079717475,TP (+1.5%),1,Muy Alta
MS,BUY,2025-10-09,155.32440185546875,4,2025-10-09,610.7000122070312,293.1771215029658,TP (+1.5%),0,Muy Alta
XOM,BUY,2025-10-10,109.76988983154295,4,2025-10-10,413.489990234375,276.68798872708396,TP (+1.5%),0,Muy Alta
PFE,BUY,2025-10-10,24.35121154785156,3,2025-10-10,101.83999633789062,318.2132627683393,TP (+1.5%),0,Alta
MS,SELL,2025-10-10,150.9410858154297,3,2025-10-13,663.0399780273438,339.27070912826684,SL (+1.0%),3,Alta
XOM,BUY,2025-10-14,111.3163604736328,3,2025-10-14,190.8500061035156,71.44829860721302,TP (+1.5%),0,Alta
XOM,BUY,2025-10-15,110.64225769042967,3,2025-10-15,191.1699981689453,72.78208359036506,TP (+1.5%),0,Alta
MS,BUY,2025-10-15,161.66578674316406,5,2025-10-15,665.1699829101562,311.447589691257,TP (+1.5%),0,Máxima
MS,BUY,2025-10-16,159.0517120361328,4,2025-10-16,23.81072807312012,-85.0295682025033,SL (-1.0%),0,Muy Alta
XOM,BUY,2025-10-16,109.68067169189452,3,2025-10-16,758.0900268554688,591.1792343732448,TP (+1.5%),0,Alta
MS,BUY,2025-10-17,157.70986938476562,4,2025-10-17,512.62060546875,225.0402828107775,TP (+1.5%),0,Muy Alta
XOM,BUY,2025-10-17,111.26679229736328,4,2025-10-17,664.3900146484375,497.11437791146045,TP (+1.5%),0,Muy Alta
PFE,BUY,2025-10-20,24.26276969909668,3,2025-10-20,531.1799926757812,2089.280116257945,TP (+1.5%),0,Alta
PFE,BUY,2025-10-21,24.420000076293945,4,2025-10-21,297.0899963378906,1116.5847477875109,TP (+1.5%),0,Muy Alta
PFE,BUY,2025-10-22,24.29224967956543,4,2025-10-22,153.85171508789062,533.3366284198464,TP (+1.5%),0,Muy Alta
PFE,BUY,2025-10-23,24.243114471435547,4,2025-10-23,294.5400085449219,1114.9429434570532,TP (+1.5%),0,Muy Alta
PFE,BUY,2025-10-24,24.331558227539062,4,2025-10-24,522.72998046875,2048.3621212434773,TP (+1.5%),0,Muy Alta
PFE,BUY,2025-10-27,24.341384887695312,4,2025-10-27,304.1499938964844,1149.518033997456,TP (+1.5%),0,Muy Alta
PFE,BUY,2025-10-28,24.0760555267334,3,2025-10-28,541.057373046875,2147.2841219613388,TP (+1.5%),0,Alta
PFE,BUY,2025-10-29,23.869691848754883,3,2025-10-29,153.3869171142578,542.6011616997852,TP (+1.5%),0,Alta
PFE,BUY,2025-10-31,24.223461151123047,3,2025-10-31,456.55999755859375,1784.7843200864247,TP (+1.5%),0,Alta
XOM,BUY,2025-11-03,112.77362060546876,3,2025-11-03,309.3500061035156,174.31060955802482,TP (+1.5%),0,Alta
PFE,BUY,2025-11-14,25.059999465942383,3,2025-11-14,509.2268981933594,1932.0307623526514,TP (+1.5%),0,Alta
